t,timestamp,News_&_Publishing_minutely_return
-14,2018-05-09T19:47:00+00:00,-0.0002177700348431
-13,2018-05-09T19:48:00+00:00,0.0003735168338817
-12,2018-05-09T19:49:00+00:00,0.0001791582883047
-11,2018-05-09T19:50:00+00:00,4.775021489047501e-05
-10,2018-05-09T19:51:00+00:00,0.0001079300613202
-9,2018-05-09T19:52:00+00:00,-5.285102846789999e-05
-8,2018-05-09T19:53:00+00:00,0.0002436582381228
-7,2018-05-09T19:54:00+00:00,0.0004806977565308
-6,2018-05-09T19:55:00+00:00,7.929612465632502e-05
-5,2018-05-09T19:56:00+00:00,-7.6980019511825e-05
-4,2018-05-09T19:57:00+00:00,7.425866369194998e-05
-3,2018-05-09T19:58:00+00:00,0.0002423923300934
-2,2018-05-09T19:59:00+00:00,-0.0003944512378607
-1,2018-05-09T20:00:00+00:00,0.0008622976916954
0,2018-05-10T13:30:00+00:00,0.0
1,2018-05-10T13:31:00+00:00,-0.0027149528309255
2,2018-05-10T13:32:00+00:00,-0.0015158943168324
3,2018-05-10T13:33:00+00:00,0.0017877326583923
4,2018-05-10T13:34:00+00:00,0.000339111628535
5,2018-05-10T13:35:00+00:00,-0.001708060378412
6,2018-05-10T13:36:00+00:00,0.0014739805700217
7,2018-05-10T13:37:00+00:00,0.000709302182247
8,2018-05-10T13:38:00+00:00,0.0022890668149193
9,2018-05-10T13:39:00+00:00,-0.0019926220348673
10,2018-05-10T13:40:00+00:00,-0.0014512436654051
11,2018-05-10T13:41:00+00:00,0.0009362675999942
12,2018-05-10T13:42:00+00:00,0.0007461831159932
13,2018-05-10T13:43:00+00:00,-0.0020189537001189
14,2018-05-10T13:44:00+00:00,-0.0005528556855002
15,2018-05-10T13:45:00+00:00,-0.0004645277414652
16,2018-05-10T13:46:00+00:00,0.0002318802173049
17,2018-05-10T13:47:00+00:00,0.0019233458024722
18,2018-05-10T13:48:00+00:00,0.0002967234764555
19,2018-05-10T13:49:00+00:00,-0.0010263364611336
20,2018-05-10T13:50:00+00:00,0.0006855941184049
21,2018-05-10T13:51:00+00:00,-0.0005176099463448
22,2018-05-10T13:52:00+00:00,0.000643062351611
23,2018-05-10T13:53:00+00:00,0.0002683289299867
24,2018-05-10T13:54:00+00:00,0.0009670887006988
25,2018-05-10T13:55:00+00:00,0.0009184078495753
26,2018-05-10T13:56:00+00:00,-0.0007505134546996
27,2018-05-10T13:57:00+00:00,-0.0002633422523611
28,2018-05-10T13:58:00+00:00,0.0008206689695314
29,2018-05-10T13:59:00+00:00,-0.0002826980048095
30,2018-05-10T14:00:00+00:00,0.0003240010155691
31,2018-05-10T14:01:00+00:00,0.0003361726346717
32,2018-05-10T14:02:00+00:00,0.0006472468026621
33,2018-05-10T14:03:00+00:00,-8.432435212465001e-05
34,2018-05-10T14:04:00+00:00,0.0008832825248756
35,2018-05-10T14:05:00+00:00,9.2238617197625e-05
36,2018-05-10T14:06:00+00:00,0.0005603492922733
37,2018-05-10T14:07:00+00:00,0.000443459029818
38,2018-05-10T14:08:00+00:00,0.0009228339805895
39,2018-05-10T14:09:00+00:00,0.0003619054011723
40,2018-05-10T14:10:00+00:00,-0.0006259526049322
41,2018-05-10T14:11:00+00:00,-0.0005908559865394
42,2018-05-10T14:12:00+00:00,-0.0005262497310478
43,2018-05-10T14:13:00+00:00,0.0006288534448727
44,2018-05-10T14:14:00+00:00,-0.0005652519045438
45,2018-05-10T14:15:00+00:00,-0.0005715104060533
46,2018-05-10T14:16:00+00:00,-0.0031057482619278
47,2018-05-10T14:17:00+00:00,-0.0004633591722022
48,2018-05-10T14:18:00+00:00,-0.0004509376331114
49,2018-05-10T14:19:00+00:00,0.0006847482508894
50,2018-05-10T14:20:00+00:00,0.0004702813216979
51,2018-05-10T14:21:00+00:00,0.0004500921306333
52,2018-05-10T14:22:00+00:00,-0.0001310615989514
53,2018-05-10T14:23:00+00:00,-0.0008916264016341
54,2018-05-10T14:24:00+00:00,-6.5530799475725e-05
55,2018-05-10T14:25:00+00:00,-0.0001180718496556
56,2018-05-10T14:26:00+00:00,-0.0001669399322977
57,2018-05-10T14:27:00+00:00,-0.0001854318566619
58,2018-05-10T14:28:00+00:00,0.0008789549451205
59,2018-05-10T14:29:00+00:00,0.0003644769514198
60,2018-05-10T14:30:00+00:00,0.0005987489846887
