new_id,id,text,date,event_minute,ticker,company_name,industry,event_time_et,in_trading_hours,adjusted_event_time_et,adjusted_event_time_utc,event_1h_pre_et,event_1h_end_et,event_5d_pre_et,event_5d_end_et,event_1h_pre,event_1h_end,event_5d_pre,event_5d_end
55,897763049226084352,"Amazon is doing great damage to tax paying retailers. Towns, cities and states throughout the U.S. are being hurt - many jobs being lost!",2017-08-16 10:12:45,2017-08-16 10:12:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2017-08-16 06:12:00-04:00,1,2017-08-17 09:30:00-04:00,2017-08-17 13:30:00+00:00,2017-08-17 08:30:00-04:00,2017-08-17 10:30:00-04:00,2017-08-10 09:30:00-04:00,2017-08-24 09:30:00-04:00,2017-08-17 12:30:00+00:00,2017-08-17 14:30:00+00:00,2017-08-10 13:30:00+00:00,2017-08-24 13:30:00+00:00
41,946728546633953285,"Why is the United States Post Office, which is losing many billions of dollars a year, while charging Amazon and others so little to deliver their packages, making Amazon richer and the Post Office dumber and poorer? Should be charging MUCH MORE!",2017-12-29 13:04:09,2017-12-29 13:04:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2017-12-29 08:04:00-05:00,1,2018-01-02 09:30:00-05:00,2018-01-02 14:30:00+00:00,2018-01-02 08:30:00-05:00,2018-01-02 10:30:00-05:00,2017-12-22 09:30:00-05:00,2018-01-09 09:30:00-05:00,2018-01-02 13:30:00+00:00,2018-01-02 15:30:00+00:00,2017-12-22 14:30:00+00:00,2018-01-09 14:30:00+00:00
133,979326715272065024,"I have stated my concerns with Amazon long before the Election. Unlike others, they pay little or no taxes to state &amp, local governments, use our Postal System as their Delivery Boy (causing tremendous loss to the U.S.), and are putting many thousands of retailers out of business!",2018-03-29 11:57:38,2018-03-29 11:57:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2018-03-29 07:57:00-04:00,1,2018-04-02 09:30:00-04:00,2018-04-02 13:30:00+00:00,2018-04-02 08:30:00-04:00,2018-04-02 10:30:00-04:00,2018-03-23 09:30:00-04:00,2018-04-09 09:30:00-04:00,2018-04-02 12:30:00+00:00,2018-04-02 14:30:00+00:00,2018-03-23 13:30:00+00:00,2018-04-09 13:30:00+00:00
132,980063581592047617,"While we are on the subject, it is reported that the U.S. Post Office will lose $1.50 on average for each package it delivers for Amazon. That amounts to Billions of Dollars. The Failing N.Y. Times reports that “the size of the company’s lobbying staff has ballooned,” and that...",2018-03-31 12:45:41,2018-03-31 12:45:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2018-03-31 08:45:00-04:00,1,2018-04-02 09:30:00-04:00,2018-04-02 13:30:00+00:00,2018-04-02 08:30:00-04:00,2018-04-02 10:30:00-04:00,2018-03-23 09:30:00-04:00,2018-04-09 09:30:00-04:00,2018-04-02 12:30:00+00:00,2018-04-02 14:30:00+00:00,2018-03-23 13:30:00+00:00,2018-04-09 13:30:00+00:00
129,980800783313702918,"Only fools, or worse, are saying that our money losing Post Office makes money with Amazon. THEY LOSE A FORTUNE, and this will be changed. Also, our fully tax paying retailers are closing stores all over the country...not a level playing field!",2018-04-02 13:35:03,2018-04-02 13:35:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2018-04-02 09:35:00-04:00,0,2018-04-02 09:35:00-04:00,2018-04-02 13:35:00+00:00,2018-04-02 08:35:00-04:00,2018-04-02 10:35:00-04:00,2018-03-23 09:30:00-04:00,2018-04-09 09:30:00-04:00,2018-04-02 12:35:00+00:00,2018-04-02 14:35:00+00:00,2018-03-23 13:30:00+00:00,2018-04-09 13:30:00+00:00
127,981168344924536832,I am right about Amazon costing the United States Post Office massive amounts of money for being their Delivery Boy. Amazon should pay these costs (plus) and not have them bourne by the American Taxpayer. Many billions of dollars. P.O. leaders don’t have a clue (or do they?)!,2018-04-03 13:55:37,2018-04-03 13:55:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2018-04-03 09:55:00-04:00,0,2018-04-03 09:55:00-04:00,2018-04-03 13:55:00+00:00,2018-04-03 08:55:00-04:00,2018-04-03 10:55:00-04:00,2018-03-26 09:30:00-04:00,2018-04-10 09:30:00-04:00,2018-04-03 12:55:00+00:00,2018-04-03 14:55:00+00:00,2018-03-26 13:30:00+00:00,2018-04-10 13:30:00+00:00
126,981881669593559040,"The Fake News Washington Post, Amazon’s “chief lobbyist,” has another (of many) phony headlines, “Trump Defiant As China Adds Trade Penalties.” WRONG! Should read, “Trump Defiant as U.S. Adds Trade Penalties, Will End Barriers And Massive  I.P. Theft.” Typically bad reporting!",2018-04-05 13:10:07,2018-04-05 13:10:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2018-04-05 09:10:00-04:00,1,2018-04-06 09:30:00-04:00,2018-04-06 13:30:00+00:00,2018-04-06 08:30:00-04:00,2018-04-06 10:30:00-04:00,2018-03-29 09:30:00-04:00,2018-04-13 09:30:00-04:00,2018-04-06 12:30:00+00:00,2018-04-06 14:30:00+00:00,2018-03-29 13:30:00+00:00,2018-04-13 13:30:00+00:00
114,1015586529484443648,"Twitter is getting rid of fake accounts at a record pace. Will that include the Failing New York Times and propaganda machine for Amazon, the Washington Post, who constantly quote anonymous sources that, in my opinion, don’t exist - They will both be out of business in 7 years!",2018-07-07 13:21:11,2018-07-07 13:21:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2018-07-07 09:21:00-04:00,1,2018-07-09 09:30:00-04:00,2018-07-09 13:30:00+00:00,2018-07-09 08:30:00-04:00,2018-07-09 10:30:00-04:00,2018-06-29 09:30:00-04:00,2018-07-16 09:30:00-04:00,2018-07-09 12:30:00+00:00,2018-07-09 14:30:00+00:00,2018-06-29 13:30:00+00:00,2018-07-16 13:30:00+00:00
112,1021384752136409088,"The Amazon Washington Post has gone crazy against me ever since they lost the Internet Tax Case in the U.S. Supreme Court two months ago. Next up is the U.S. Post Office which they use, at a fraction of real cost, as their “delivery boy” for a BIG percentage of their packages....",2018-07-23 13:21:15,2018-07-23 13:21:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2018-07-23 09:21:00-04:00,1,2018-07-24 09:30:00-04:00,2018-07-24 13:30:00+00:00,2018-07-24 08:30:00-04:00,2018-07-24 10:30:00-04:00,2018-07-17 09:30:00-04:00,2018-07-31 09:30:00-04:00,2018-07-24 12:30:00+00:00,2018-07-24 14:30:00+00:00,2018-07-17 13:30:00+00:00,2018-07-31 13:30:00+00:00
107,1023646669685104641,...and the Amazon Washington Post do nothing but write bad stories even on very positive achievements - and they will never change!,2018-07-29 19:09:19,2018-07-29 19:09:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2018-07-29 15:09:00-04:00,1,2018-07-30 09:30:00-04:00,2018-07-30 13:30:00+00:00,2018-07-30 08:30:00-04:00,2018-07-30 10:30:00-04:00,2018-07-23 09:30:00-04:00,2018-08-06 09:30:00-04:00,2018-07-30 12:30:00+00:00,2018-07-30 14:30:00+00:00,2018-07-23 13:30:00+00:00,2018-08-06 13:30:00+00:00
106,1024877011775500290,"Congratulations to  @GreggJarrett on The TREMENDOUS success of his just out book, “The Russia Hoax, The Illicit Scheme To Clear Hillary Clinton &amp, Frame Donald Trump.” Already number one on Amazon. Hard work from a brilliant guy. It’s the Real Story of the Rigged Witch Hunt!",2018-08-02 04:38:15,2018-08-02 04:38:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2018-08-02 00:38:00-04:00,1,2018-08-03 09:30:00-04:00,2018-08-03 13:30:00+00:00,2018-08-03 08:30:00-04:00,2018-08-03 10:30:00-04:00,2018-07-27 09:30:00-04:00,2018-08-10 09:30:00-04:00,2018-08-03 12:30:00+00:00,2018-08-03 14:30:00+00:00,2018-07-27 13:30:00+00:00,2018-08-10 13:30:00+00:00
104,1025577505615503360,"Congratulations to Gregg Jarrett on his book, “THE RUSSIA HOAX, THE ILLICIT SCHEME TO CLEAR HILLARY CLINTON AND FRAME DONALD TRUMP,” going to #1 on @nytimes and Amazon. It is indeed a HOAX and WITCH HUNT, illegally started by people who have already been disgraced. Great book!",2018-08-04 03:01:46,2018-08-04 03:01:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2018-08-03 23:01:00-04:00,1,2018-08-06 09:30:00-04:00,2018-08-06 13:30:00+00:00,2018-08-06 08:30:00-04:00,2018-08-06 10:30:00-04:00,2018-07-30 09:30:00-04:00,2018-08-13 09:30:00-04:00,2018-08-06 12:30:00+00:00,2018-08-06 14:30:00+00:00,2018-07-30 13:30:00+00:00,2018-08-13 13:30:00+00:00
249,1084117143988461571,"I just watched a Fake reporter from the Amazon Washington Post say the White House is “chaotic, there does not seem to be a strategy for this Shutdown. There is no plan.” The Fakes always like talking Chaos, there is NONE. In fact, there’s almost nobody in the W.H. but me, and...",2019-01-12 15:57:23,2019-01-12 15:57:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2019-01-12 10:57:00-05:00,1,2019-01-14 09:30:00-05:00,2019-01-14 14:30:00+00:00,2019-01-14 08:30:00-05:00,2019-01-14 10:30:00-05:00,2019-01-07 09:30:00-05:00,2019-01-22 09:30:00-05:00,2019-01-14 13:30:00+00:00,2019-01-14 15:30:00+00:00,2019-01-07 14:30:00+00:00,2019-01-22 14:30:00+00:00
248,1084627451983073280,"So sorry to hear the news about Jeff Bozo being taken down by a competitor whose reporting, I understand, is far more accurate than the reporting in his lobbyist newspaper, the Amazon Washington Post. Hopefully the paper will soon be placed in better &amp, more responsible hands!",2019-01-14 01:45:10,2019-01-14 01:45:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2019-01-13 20:45:00-05:00,1,2019-01-14 09:30:00-05:00,2019-01-14 14:30:00+00:00,2019-01-14 08:30:00-05:00,2019-01-14 10:30:00-05:00,2019-01-07 09:30:00-05:00,2019-01-22 09:30:00-05:00,2019-01-14 13:30:00+00:00,2019-01-14 15:30:00+00:00,2019-01-07 14:30:00+00:00,2019-01-22 14:30:00+00:00
244,1102753238451929088,".... Amazon, like the Washington Post. It’s hard to remember that not so long ago America had prestige media outlets, but not anymore.” @TuckerCarlson   The Fake News Media is the true Enemy of the People!",2019-03-05 02:10:34,2019-03-05 02:10:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2019-03-04 21:10:00-05:00,1,2019-03-05 09:30:00-05:00,2019-03-05 14:30:00+00:00,2019-03-05 08:30:00-05:00,2019-03-05 10:30:00-05:00,2019-02-26 09:30:00-05:00,2019-03-12 09:30:00-04:00,2019-03-05 13:30:00+00:00,2019-03-05 15:30:00+00:00,2019-02-26 14:30:00+00:00,2019-03-12 13:30:00+00:00
214,1140252528304631808,"A poll should be done on which is the more dishonest and deceitful newspaper, the Failing New York Times or the Amazon (lobbyist) Washington Post! They are both a disgrace to our Country, the Enemy of the People, but I just can’t seem to figure out which is worse? The good.....",2019-06-16 13:39:22,2019-06-16 13:39:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2019-06-16 09:39:00-04:00,1,2019-06-17 09:30:00-04:00,2019-06-17 13:30:00+00:00,2019-06-17 08:30:00-04:00,2019-06-17 10:30:00-04:00,2019-06-10 09:30:00-04:00,2019-06-24 09:30:00-04:00,2019-06-17 12:30:00+00:00,2019-06-17 14:30:00+00:00,2019-06-10 13:30:00+00:00,2019-06-24 13:30:00+00:00
205,1153281479184658433,"The Amazon Washington Post front page story yesterday was total Fake News. They said “Advisors wrote new talking points and handed him reams of opposition research on the four Congresswomen.” Now really, does that sound like me? What advisors, there were no talking points,....",2019-07-22 12:31:46,2019-07-22 12:31:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2019-07-22 08:31:00-04:00,1,2019-07-23 09:30:00-04:00,2019-07-23 13:30:00+00:00,2019-07-23 08:30:00-04:00,2019-07-23 10:30:00-04:00,2019-07-16 09:30:00-04:00,2019-07-30 09:30:00-04:00,2019-07-23 12:30:00+00:00,2019-07-23 14:30:00+00:00,2019-07-16 13:30:00+00:00,2019-07-30 13:30:00+00:00
191,1160998990390931456,RT @ArthurSchwartz: They call it “Thursday” at the Amazon Washington Post.  Washington Post 'embarrassed' over gaffe-filled story needing...,2019-08-12 07:38:24,2019-08-12 07:38:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2019-08-12 03:38:00-04:00,1,2019-08-13 09:30:00-04:00,2019-08-13 13:30:00+00:00,2019-08-13 08:30:00-04:00,2019-08-13 10:30:00-04:00,2019-08-06 09:30:00-04:00,2019-08-20 09:30:00-04:00,2019-08-13 12:30:00+00:00,2019-08-13 14:30:00+00:00,2019-08-06 13:30:00+00:00,2019-08-20 13:30:00+00:00
182,1164914962529247232,"....your companies HOME and making your products in the USA. I will be responding to China’s Tariffs this afternoon. This is a GREAT opportunity for the United States. Also, I am ordering all carriers, including Fed Ex, Amazon, UPS and the Post Office, to SEARCH FOR &amp, REFUSE,....",2019-08-23 14:59:04,2019-08-23 14:59:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2019-08-23 10:59:00-04:00,0,2019-08-23 10:59:00-04:00,2019-08-23 14:59:00+00:00,2019-08-23 09:59:00-04:00,2019-08-23 11:59:00-04:00,2019-08-16 09:30:00-04:00,2019-08-30 09:30:00-04:00,2019-08-23 13:59:00+00:00,2019-08-23 15:59:00+00:00,2019-08-16 13:30:00+00:00,2019-08-30 13:30:00+00:00
181,1165022004392681472,"Just spoke with President @JairBolsonaro of Brazil. Our future Trade prospects are very exciting and our relationship is strong, perhaps stronger than ever before. I told him if the United States can help with the Amazon Rainforest fires, we stand ready to assist!",2019-08-23 22:04:25,2019-08-23 22:04:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2019-08-23 18:04:00-04:00,1,2019-08-26 09:30:00-04:00,2019-08-26 13:30:00+00:00,2019-08-26 08:30:00-04:00,2019-08-26 10:30:00-04:00,2019-08-19 09:30:00-04:00,2019-09-03 09:30:00-04:00,2019-08-26 12:30:00+00:00,2019-08-26 14:30:00+00:00,2019-08-19 13:30:00+00:00,2019-09-03 13:30:00+00:00
178,1166357258726498304,I have gotten to know President @jairbolsonaro well in our dealings with Brazil. He is working very hard on the Amazon fires and in all respects doing a great job for the people of Brazil - Not easy. He and his country have the full and complete support of the USA!,2019-08-27 14:30:15,2019-08-27 14:30:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2019-08-27 10:30:00-04:00,0,2019-08-27 10:30:00-04:00,2019-08-27 14:30:00+00:00,2019-08-27 09:30:00-04:00,2019-08-27 11:30:00-04:00,2019-08-20 09:30:00-04:00,2019-09-04 09:30:00-04:00,2019-08-27 13:30:00+00:00,2019-08-27 15:30:00+00:00,2019-08-20 13:30:00+00:00,2019-09-04 13:30:00+00:00
176,1166789207215484928,"Another totally Fake story in the Amazon Washington Post (lobbyist) which states that if my Aides broke the law to build the Wall (which is going up rapidly), I would give them a Pardon. This was made up by the Washington Post only in order to demean and disparage - FAKE NEWS!",2019-08-28 19:06:39,2019-08-28 19:06:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2019-08-28 15:06:00-04:00,0,2019-08-28 15:06:00-04:00,2019-08-28 19:06:00+00:00,2019-08-28 14:06:00-04:00,2019-08-28 16:06:00-04:00,2019-08-21 09:30:00-04:00,2019-09-05 09:30:00-04:00,2019-08-28 18:06:00+00:00,2019-08-28 20:06:00+00:00,2019-08-21 13:30:00+00:00,2019-09-05 13:30:00+00:00
175,1166868481620492296,"The  Amazon Washington Post and @CNN just did a Fake Interview on Pardons for Aids on the Wall, and that I didn’t think the Wall on the Southern Border was that important to stop Illegals wanting to come into our Country. WRONG, vitally important. Will make a BIG impact. So bad!",2019-08-29 00:21:40,2019-08-29 00:21:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2019-08-28 20:21:00-04:00,1,2019-08-29 09:30:00-04:00,2019-08-29 13:30:00+00:00,2019-08-29 08:30:00-04:00,2019-08-29 10:30:00-04:00,2019-08-22 09:30:00-04:00,2019-09-06 09:30:00-04:00,2019-08-29 12:30:00+00:00,2019-08-29 14:30:00+00:00,2019-08-22 13:30:00+00:00,2019-09-06 13:30:00+00:00
172,1168496276918480896,"The Amazon Washington Post did a story that I brought racist attacks against the “Squad.” No, they brought racist attacks against our Nation. All I do is call them out for the horrible things they have said. The Democrats have become the Party of the Squad!",2019-09-02 12:09:56,2019-09-02 12:09:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2019-09-02 08:09:00-04:00,1,2019-09-03 09:30:00-04:00,2019-09-03 13:30:00+00:00,2019-09-03 08:30:00-04:00,2019-09-03 10:30:00-04:00,2019-08-26 09:30:00-04:00,2019-09-10 09:30:00-04:00,2019-09-03 12:30:00+00:00,2019-09-03 14:30:00+00:00,2019-08-26 13:30:00+00:00,2019-09-10 13:30:00+00:00
170,1171758531449643008,"In a hypothetical poll, done by one of the worst pollsters of them all, the Amazon Washington Post/ABC, which predicted I would lose to Crooked Hillary by 15 points (how did that work out?), Sleepy Joe, Pocahontas and virtually all others would beat me in the General Election....",2019-09-11 12:12:58,2019-09-11 12:12:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2019-09-11 08:12:00-04:00,1,2019-09-12 09:30:00-04:00,2019-09-12 13:30:00+00:00,2019-09-12 08:30:00-04:00,2019-09-12 10:30:00-04:00,2019-09-05 09:30:00-04:00,2019-09-19 09:30:00-04:00,2019-09-12 12:30:00+00:00,2019-09-12 14:30:00+00:00,2019-09-05 13:30:00+00:00,2019-09-19 13:30:00+00:00
160,1175561536510812163,"The LameStream Media had a very bad week. They pushed numerous phony stories and got caught, especially The Failing New York Times, which has lost more money over the last 10 years than any paper in history, and The Amazon Washington Post. They are The Enemy of the People!",2019-09-22 00:04:45,2019-09-22 00:04:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2019-09-21 20:04:00-04:00,1,2019-09-23 09:30:00-04:00,2019-09-23 13:30:00+00:00,2019-09-23 08:30:00-04:00,2019-09-23 10:30:00-04:00,2019-09-16 09:30:00-04:00,2019-09-30 09:30:00-04:00,2019-09-23 12:30:00+00:00,2019-09-23 14:30:00+00:00,2019-09-16 13:30:00+00:00,2019-09-30 13:30:00+00:00
144,1192307858366271490,"The story in the Amazon Washington Post, of course picked up by Fake News CNN, saying “President Trump asked for AG Barr to host a news conference clearing him on Ukraine,” is totally untrue and just another FAKE NEWS story with anonymous sources that don’t exist....",2019-11-07 05:08:40,2019-11-07 05:08:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2019-11-07 00:08:00-05:00,1,2019-11-08 09:30:00-05:00,2019-11-08 14:30:00+00:00,2019-11-08 08:30:00-05:00,2019-11-08 10:30:00-05:00,2019-11-01 09:30:00-04:00,2019-11-15 09:30:00-05:00,2019-11-08 13:30:00+00:00,2019-11-08 15:30:00+00:00,2019-11-01 13:30:00+00:00,2019-11-15 14:30:00+00:00
143,1192463709400117250,"The Amazon Washington Post and three lowlife reporters, Matt Zapotosky, Josh Dawsey, and Carol Leonnig, wrote another Fake News story, without any sources (pure fiction), about Bill Barr &amp, myself. We both deny this story, which they knew before they wrote it. A garbage newspaper!",2019-11-07 15:27:57,2019-11-07 15:27:00+00:00,AMZN,"Amazon.com, Inc.",Technology & Internet,2019-11-07 10:27:00-05:00,0,2019-11-07 10:27:00-05:00,2019-11-07 15:27:00+00:00,2019-11-07 09:27:00-05:00,2019-11-07 11:27:00-05:00,2019-10-31 09:30:00-04:00,2019-11-14 09:30:00-05:00,2019-11-07 14:27:00+00:00,2019-11-07 16:27:00+00:00,2019-10-31 13:30:00+00:00,2019-11-14 14:30:00+00:00
156,1178748369709256704,"BIG NEWS by @Hyundai, @Kia, and @Aptiv on a 4 BILLION DOLLAR joint venture to develop autonomous driving technologies in the USA. That’s a lot of $$ and JOBS! Great jobs coming back to America!!",2019-09-30 19:08:06,2019-09-30 19:08:00+00:00,APTV,Aptiv PLC,Automobiles & Auto Components,2019-09-30 15:08:00-04:00,0,2019-09-30 15:08:00-04:00,2019-09-30 19:08:00+00:00,2019-09-30 14:08:00-04:00,2019-09-30 16:08:00-04:00,2019-09-23 09:30:00-04:00,2019-10-07 09:30:00-04:00,2019-09-30 18:08:00+00:00,2019-09-30 20:08:00+00:00,2019-09-23 13:30:00+00:00,2019-10-07 13:30:00+00:00
47,926176823117074433,"Today, we are thrilled to welcome @Broadcom CEO Hock Tan to the WH to announce he is moving their HQ’s from Singapore back to the U.S.A..... https://t.co/WrqUXBndyZ",2017-11-02 19:58:56,2017-11-02 19:58:00+00:00,AVGO,Broadcom Inc.,Semiconductors,2017-11-02 15:58:00-04:00,0,2017-11-02 15:58:00-04:00,2017-11-02 19:58:00+00:00,2017-11-02 14:58:00-04:00,2017-11-02 16:58:00-04:00,2017-10-26 09:30:00-04:00,2017-11-09 09:30:00-05:00,2017-11-02 18:58:00+00:00,2017-11-02 20:58:00+00:00,2017-10-26 13:30:00+00:00,2017-11-09 14:30:00+00:00
6,806134244384899072,"Boeing is building a brand new 747 Air Force One for future presidents, but costs are out of control, more than $4 billion. Cancel order!",2016-12-06 13:52:35,2016-12-06 13:52:00+00:00,BA,Boeing Company,Defense & Aerospace,2016-12-06 08:52:00-05:00,1,2016-12-07 09:30:00-05:00,2016-12-07 14:30:00+00:00,2016-12-07 08:30:00-05:00,2016-12-07 10:30:00-05:00,2016-11-30 09:30:00-05:00,2016-12-14 09:30:00-05:00,2016-12-07 13:30:00+00:00,2016-12-07 15:30:00+00:00,2016-11-30 14:30:00+00:00,2016-12-14 14:30:00+00:00
4,812061677160202240,"Based on the tremendous cost and cost overruns of the Lockheed Martin F-35, I have asked Boeing to price-out a comparable F-18 Super Hornet!",2016-12-22 22:26:05,2016-12-22 22:26:00+00:00,BA,Boeing Company,Defense & Aerospace,2016-12-22 17:26:00-05:00,1,2016-12-23 09:30:00-05:00,2016-12-23 14:30:00+00:00,2016-12-23 08:30:00-05:00,2016-12-23 10:30:00-05:00,2016-12-16 09:30:00-05:00,2017-01-03 09:30:00-05:00,2016-12-23 13:30:00+00:00,2016-12-23 15:30:00+00:00,2016-12-16 14:30:00+00:00,2017-01-03 14:30:00+00:00
68,832554772318322688,"Going to Charleston, South Carolina, in order to spend time with Boeing and talk jobs! Look forward to it.",2017-02-17 11:38:20,2017-02-17 11:38:00+00:00,BA,Boeing Company,Defense & Aerospace,2017-02-17 06:38:00-05:00,1,2017-02-21 09:30:00-05:00,2017-02-21 14:30:00+00:00,2017-02-21 08:30:00-05:00,2017-02-21 10:30:00-05:00,2017-02-13 09:30:00-05:00,2017-02-28 09:30:00-05:00,2017-02-21 13:30:00+00:00,2017-02-21 15:30:00+00:00,2017-02-13 14:30:00+00:00,2017-02-28 14:30:00+00:00
105,1025512396654346251,"NASA, which is making a BIG comeback under the Trump Administration, has just named 9 astronauts for Boeing and Spacex space flights. We have the greatest facilities in the world and we are now letting the private sector pay to use them. Exciting things happening. Space Force!",2018-08-03 22:43:03,2018-08-03 22:43:00+00:00,BA,Boeing Company,Defense & Aerospace,2018-08-03 18:43:00-04:00,1,2018-08-06 09:30:00-04:00,2018-08-06 13:30:00+00:00,2018-08-06 08:30:00-04:00,2018-08-06 10:30:00-04:00,2018-07-30 09:30:00-04:00,2018-08-13 09:30:00-04:00,2018-08-06 12:30:00+00:00,2018-08-06 14:30:00+00:00,2018-07-30 13:30:00+00:00,2018-08-13 13:30:00+00:00
74,1076881816462737408,"I am pleased to announce that our very talented Deputy Secretary of Defense, Patrick Shanahan, will assume the title of Acting Secretary of Defense starting January 1, 2019. Patrick has a long list of accomplishments while serving as Deputy, &amp, previously Boeing. He will be great!",2018-12-23 16:46:47,2018-12-23 16:46:00+00:00,BA,Boeing Company,Defense & Aerospace,2018-12-23 11:46:00-05:00,1,2018-12-24 09:30:00-05:00,2018-12-24 14:30:00+00:00,2018-12-24 08:30:00-05:00,2018-12-24 10:30:00-05:00,2018-12-17 09:30:00-05:00,2019-01-02 09:30:00-05:00,2018-12-24 13:30:00+00:00,2018-12-24 15:30:00+00:00,2018-12-17 14:30:00+00:00,2019-01-02 14:30:00+00:00
231,1117736685721223168,"What do I know about branding, maybe nothing (but I did become President!), but if I were Boeing, I would FIX the Boeing 737 MAX, add some additional great features, &amp, REBRAND the plane with a new name.No product has suffered like this one. But again, what the hell do I know?",2019-04-15 10:29:27,2019-04-15 10:29:00+00:00,BA,Boeing Company,Defense & Aerospace,2019-04-15 06:29:00-04:00,1,2019-04-16 09:30:00-04:00,2019-04-16 13:30:00+00:00,2019-04-16 08:30:00-04:00,2019-04-16 10:30:00-04:00,2019-04-09 09:30:00-04:00,2019-04-24 09:30:00-04:00,2019-04-16 12:30:00+00:00,2019-04-16 14:30:00+00:00,2019-04-09 13:30:00+00:00,2019-04-24 13:30:00+00:00
193,1159473909827297281,"As your President, one would think that I would be thrilled with our very strong dollar. I am not! The Fed’s high interest rate level, in comparison to other countries, is keeping the dollar high, making it more difficult for our great manufacturers like Caterpillar, Boeing,.....",2019-08-08 14:38:16,2019-08-08 14:38:00+00:00,BA,Boeing Company,Defense & Aerospace,2019-08-08 10:38:00-04:00,0,2019-08-08 10:38:00-04:00,2019-08-08 14:38:00+00:00,2019-08-08 09:38:00-04:00,2019-08-08 11:38:00-04:00,2019-08-01 09:30:00-04:00,2019-08-15 09:30:00-04:00,2019-08-08 13:38:00+00:00,2019-08-08 15:38:00+00:00,2019-08-01 13:30:00+00:00,2019-08-15 13:30:00+00:00
152,1183021806493556736,"....Other aspects of the deal are also great - technology, financial services, 16-20 Billion in Boeing Planes etc., but WOW, the Farmers really hit pay dirt! @ChuckGrassley @joniernst @debfisher @BenSasse  Thank you to all Republicans in Congress for your invaluable help!",2019-10-12 14:09:12,2019-10-12 14:09:00+00:00,BA,Boeing Company,Defense & Aerospace,2019-10-12 10:09:00-04:00,1,2019-10-14 09:30:00-04:00,2019-10-14 13:30:00+00:00,2019-10-14 08:30:00-04:00,2019-10-14 10:30:00-04:00,2019-10-07 09:30:00-04:00,2019-10-21 09:30:00-04:00,2019-10-14 12:30:00+00:00,2019-10-14 14:30:00+00:00,2019-10-07 13:30:00+00:00,2019-10-21 13:30:00+00:00
193,1159473909827297281,"As your President, one would think that I would be thrilled with our very strong dollar. I am not! The Fed’s high interest rate level, in comparison to other countries, is keeping the dollar high, making it more difficult for our great manufacturers like Caterpillar, Boeing,.....",2019-08-08 14:38:16,2019-08-08 14:38:00+00:00,CAT,Caterpillar Inc.,Construction & Infrastructure,2019-08-08 10:38:00-04:00,0,2019-08-08 10:38:00-04:00,2019-08-08 14:38:00+00:00,2019-08-08 09:38:00-04:00,2019-08-08 11:38:00-04:00,2019-08-01 09:30:00-04:00,2019-08-15 09:30:00-04:00,2019-08-08 13:38:00+00:00,2019-08-08 15:38:00+00:00,2019-08-01 13:30:00+00:00,2019-08-15 13:30:00+00:00
43,942827072824672262,"The train accident that just occurred in DuPont, WA shows more than ever why our soon to be submitted infrastructure plan must be approved quickly. Seven trillion dollars spent in the Middle East while our roads, bridges, tunnels, railways (and more) crumble! Not for long!",2017-12-18 18:41:05,2017-12-18 18:41:00+00:00,DD,DuPont de Nemours,Chemicals,2017-12-18 13:41:00-05:00,0,2017-12-18 13:41:00-05:00,2017-12-18 18:41:00+00:00,2017-12-18 12:41:00-05:00,2017-12-18 14:41:00-05:00,2017-12-11 09:30:00-05:00,2017-12-26 09:30:00-05:00,2017-12-18 17:41:00+00:00,2017-12-18 19:41:00+00:00,2017-12-11 14:30:00+00:00,2017-12-26 14:30:00+00:00
